Name,Season,ThreePointers,ThreePointersAttempted,ThreePointersMissed,ThreePointersMadePct
Donnell Harvey,2004.0,0,3,3,0.0
Donovan Mitchell,2018.0,212,630,418,0.33650793650793653
Donovan Mitchell,2019.0,199,563,364,0.35346358792184723
Donovan Mitchell,2020.0,206,537,331,0.38361266294227186
Donovan Mitchell,2021.0,228,576,348,0.3958333333333333
Donovan Mitchell,2022.0,242,702,460,0.34472934472934474
Donovan Mitchell,2023.0,258,679,421,0.3799705449189985
Donovan Mitchell,2024.0,107,307,200,0.3485342019543974
Donovan Williams,2023.0,0,2,2,0.0
Donta Smith,2005.0,6,22,16,0.2727272727272727
Donta Smith,2006.0,2,4,2,0.5
Donte DiVincenzo,2019.0,22,83,61,0.26506024096385544
Donte DiVincenzo,2020.0,90,268,178,0.3358208955223881
Donte DiVincenzo,2021.0,133,358,225,0.3715083798882682
Donte DiVincenzo,2022.0,74,218,144,0.3394495412844037
Donte DiVincenzo,2023.0,165,422,257,0.3909952606635071
Donte DiVincenzo,2024.0,122,289,167,0.42214532871972316
Donte Grantham,2019.0,0,2,2,0.0
Donte Greene,2009.0,26,100,74,0.26
Donte Greene,2010.0,69,183,114,0.3770491803278688
Donte Greene,2011.0,45,154,109,0.2922077922077922
Donte Greene,2012.0,25,105,80,0.23809523809523808
Dontell Jefferson,2009.0,1,2,1,0.5
Donyell Marshall,2004.0,131,325,194,0.40307692307692305
Donyell Marshall,2005.0,151,363,212,0.41597796143250687
Donyell Marshall,2006.0,146,441,295,0.3310657596371882
Donyell Marshall,2007.0,109,316,207,0.3449367088607595
Donyell Marshall,2008.0,15,53,38,0.2830188679245283
Donyell Marshall,2009.0,29,66,37,0.4393939393939394
Dorell Wright,2005.0,0,4,4,0.0
Dorell Wright,2006.0,3,6,3,0.5
Dorell Wright,2007.0,5,34,29,0.14705882352941177
Dorell Wright,2008.0,4,11,7,0.36363636363636365
Dorell Wright,2010.0,63,165,102,0.38181818181818183
Dorell Wright,2011.0,194,516,322,0.375968992248062
Dorell Wright,2012.0,105,292,187,0.3595890410958904
Dorell Wright,2013.0,135,361,226,0.3739612188365651
Dorell Wright,2014.0,73,214,141,0.3411214953271028
Dorell Wright,2015.0,41,108,67,0.37962962962962965
Dorell Wright,2016.0,2,5,3,0.4
Dorian Finney-Smith,2017.0,56,191,135,0.2931937172774869
Dorian Finney-Smith,2018.0,20,67,47,0.29850746268656714
Dorian Finney-Smith,2019.0,79,254,175,0.3110236220472441
Dorian Finney-Smith,2020.0,125,333,208,0.37537537537537535
Dorian Finney-Smith,2021.0,135,339,204,0.39823008849557523
Dorian Finney-Smith,2022.0,218,543,325,0.4014732965009208
Dorian Finney-Smith,2023.0,121,355,234,0.3408450704225352
Dorian Finney-Smith,2024.0,88,230,142,0.3826086956521739
Doron Lamb,2013.0,14,37,23,0.3783783783783784
Doron Lamb,2014.0,36,90,54,0.4
Doug Christie,2004.0,62,175,113,0.35428571428571426
Doug Christie,2005.0,15,62,47,0.24193548387096775
Doug Christie,2006.0,0,1,1,0.0
Doug Christie,2007.0,1,6,5,0.16666666666666666
Doug McDermott,2015.0,14,43,29,0.32558139534883723
Doug McDermott,2016.0,110,259,149,0.4247104247104247
Doug McDermott,2017.0,84,221,137,0.38009049773755654
Doug McDermott,2018.0,92,216,124,0.42592592592592593
Doug McDermott,2019.0,84,213,129,0.39436619718309857
Doug McDermott,2020.0,130,304,174,0.4276315789473684
Doug McDermott,2021.0,116,292,176,0.3972602739726027
Doug McDermott,2022.0,108,256,148,0.421875
Doug McDermott,2023.0,123,298,175,0.412751677852349
Doug McDermott,2024.0,69,154,85,0.44805194805194803
Doug Overton,2004.0,3,23,20,0.13043478260869565
Dragan Bender,2017.0,28,101,73,0.27722772277227725
Dragan Bender,2018.0,118,322,204,0.36645962732919257
Dragan Bender,2019.0,22,101,79,0.21782178217821782
Dragan Bender,2020.0,15,43,28,0.3488372093023256
Draymond Green,2013.0,23,90,67,0.25555555555555554
Draymond Green,2014.0,63,194,131,0.3247422680412371
Draymond Green,2015.0,135,420,285,0.32142857142857145
Draymond Green,2016.0,138,362,224,0.3812154696132597
Draymond Green,2017.0,113,342,229,0.3304093567251462
Draymond Green,2018.0,98,335,237,0.29253731343283584
Draymond Green,2019.0,60,222,162,0.2702702702702703
Draymond Green,2020.0,36,129,93,0.27906976744186046
Draymond Green,2021.0,35,128,93,0.2734375
Draymond Green,2022.0,24,93,69,0.25806451612903225
Draymond Green,2023.0,45,151,106,0.2980132450331126
Draymond Green,2024.0,21,51,30,0.4117647058823529
Drew Eubanks,2020.0,1,1,0,1.0
Drew Eubanks,2021.0,2,2,0,1.0
Drew Eubanks,2022.0,5,23,18,0.21739130434782608
Drew Eubanks,2023.0,7,18,11,0.3888888888888889
Drew Eubanks,2024.0,3,3,0,1.0
Drew Gooden,2004.0,9,42,33,0.21428571428571427
Drew Gooden,2005.0,5,28,23,0.17857142857142858
Drew Gooden,2006.0,1,3,2,0.3333333333333333
Drew Gooden,2007.0,1,8,7,0.125
Drew Gooden,2008.0,0,6,6,0.0
Drew Gooden,2009.0,0,6,6,0.0
Drew Gooden,2010.0,1,8,7,0.125
Drew Gooden,2011.0,3,20,17,0.15
Drew Gooden,2012.0,16,55,39,0.2909090909090909
Drew Gooden,2013.0,1,5,4,0.2
Drew Gooden,2014.0,7,21,14,0.3333333333333333
Drew Gooden,2015.0,35,85,50,0.4117647058823529
Drew Gooden,2016.0,7,41,34,0.17073170731707318
Drew Gordon,2015.0,0,3,3,0.0
Drew Peterson,2024.0,1,1,0,1.0
Dru Smith,2023.0,5,19,14,0.2631578947368421
Dru Smith,2024.0,7,17,10,0.4117647058823529
Duane Washington,2022.0,81,215,134,0.3767441860465116
Duane Washington,2023.0,40,111,71,0.36036036036036034
Duje Dukan,2016.0,2,5,3,0.4
Duncan Robinson,2019.0,10,35,25,0.2857142857142857
Duncan Robinson,2020.0,332,762,430,0.4356955380577428
Duncan Robinson,2021.0,260,640,380,0.40625
Duncan Robinson,2022.0,250,671,421,0.37257824143070045
Duncan Robinson,2023.0,113,305,192,0.3704918032786885
Duncan Robinson,2024.0,124,306,182,0.40522875816993464
Duop Reath,2024.0,47,132,85,0.3560606060606061
Dusty Hannahs,2019.0,0,5,5,0.0
Dusty Hannahs,2020.0,2,3,1,0.6666666666666666
Dwayne Bacon,2018.0,11,43,32,0.2558139534883721
Dwayne Bacon,2019.0,38,87,49,0.4367816091954023
Dwayne Bacon,2020.0,19,67,48,0.2835820895522388
Dwayne Bacon,2021.0,59,206,147,0.28640776699029125
Dwayne Jones,2008.0,0,1,1,0.0
Dwight Buycks,2014.0,5,17,12,0.29411764705882354
Dwight Buycks,2015.0,7,11,4,0.6363636363636364
Dwight Buycks,2018.0,15,45,30,0.3333333333333333
Dwight Howard,2005.0,0,2,2,0.0
Dwight Howard,2006.0,0,2,2,0.0
Dwight Howard,2007.0,1,2,1,0.5
Dwight Howard,2008.0,0,4,4,0.0
Dwight Howard,2009.0,0,4,4,0.0
Dwight Howard,2010.0,0,7,7,0.0
Dwight Howard,2011.0,0,8,8,0.0
Dwight Howard,2012.0,0,7,7,0.0
Dwight Howard,2013.0,1,6,5,0.16666666666666666
Dwight Howard,2014.0,2,7,5,0.2857142857142857
Dwight Howard,2015.0,1,2,1,0.5
Dwight Howard,2016.0,0,7,7,0.0
Dwight Howard,2017.0,0,2,2,0.0
Dwight Howard,2018.0,1,7,6,0.14285714285714285
Dwight Howard,2020.0,4,7,3,0.5714285714285714
Dwight Howard,2021.0,5,21,16,0.23809523809523808
Dwight Howard,2022.0,8,15,7,0.5333333333333333
Dwight Powell,2015.0,3,11,8,0.2727272727272727
Dwight Powell,2016.0,2,17,15,0.11764705882352941
Dwight Powell,2017.0,21,74,53,0.28378378378378377
Dwight Powell,2018.0,28,84,56,0.3333333333333333
Dwight Powell,2019.0,39,127,88,0.30708661417322836
Dwight Powell,2020.0,10,39,29,0.2564102564102564
Dwight Powell,2021.0,5,21,16,0.23809523809523808
Dwight Powell,2022.0,13,39,26,0.3333333333333333
Dwight Powell,2023.0,0,5,5,0.0
Dwight Powell,2024.0,1,2,1,0.5
Dwyane Wade,2004.0,18,58,40,0.3103448275862069
Dwyane Wade,2005.0,14,55,41,0.2545454545454545
Dwyane Wade,2006.0,27,113,86,0.23893805309734514
Dwyane Wade,2007.0,21,84,63,0.25
Dwyane Wade,2008.0,22,77,55,0.2857142857142857
Dwyane Wade,2009.0,106,328,222,0.3231707317073171
Dwyane Wade,2010.0,88,280,192,0.3142857142857143
Dwyane Wade,2011.0,77,258,181,0.29844961240310075
Dwyane Wade,2012.0,25,90,65,0.2777777777777778
Dwyane Wade,2013.0,18,70,52,0.2571428571428571
Dwyane Wade,2014.0,18,56,38,0.32142857142857145
Dwyane Wade,2015.0,29,102,73,0.28431372549019607
Dwyane Wade,2016.0,19,67,48,0.2835820895522388
Dwyane Wade,2017.0,51,163,112,0.3128834355828221
Dwyane Wade,2018.0,32,115,83,0.2782608695652174
Dwyane Wade,2019.0,86,261,175,0.32950191570881227
Dylan Windler,2021.0,26,78,52,0.3333333333333333
Dylan Windler,2022.0,21,70,49,0.3
Dylan Windler,2023.0,1,2,1,0.5
Dylan Windler,2024.0,2,3,1,0.6666666666666666
Dyson Daniels,2023.0,27,86,59,0.313953488372093
Dyson Daniels,2024.0,28,99,71,0.2828282828282828
Dzanan Musa,2019.0,1,11,10,0.09090909090909091
Dzanan Musa,2020.0,19,84,65,0.2261904761904762
E'Twaun Moore,2012.0,17,47,30,0.3617021276595745
E'Twaun Moore,2013.0,67,197,130,0.3401015228426396
E'Twaun Moore,2014.0,57,161,104,0.35403726708074534
E'Twaun Moore,2015.0,14,39,25,0.358974358974359
E'Twaun Moore,2016.0,47,104,57,0.4519230769230769
E'Twaun Moore,2017.0,77,208,131,0.3701923076923077
E'Twaun Moore,2018.0,137,326,189,0.42024539877300615
E'Twaun Moore,2019.0,76,176,100,0.4318181818181818
E'Twaun Moore,2020.0,63,167,104,0.3772455089820359
E'Twaun Moore,2021.0,12,40,28,0.3
E.J. Liddell,2024.0,0,5,5,0.0
Earl Barron,2007.0,0,1,1,0.0
Earl Barron,2008.0,1,13,12,0.07692307692307693
Earl Barron,2015.0,2,4,2,0.5
Earl Boykins,2004.0,60,185,125,0.32432432432432434
Earl Boykins,2005.0,56,173,117,0.3236994219653179
Earl Boykins,2006.0,66,198,132,0.3333333333333333
Earl Boykins,2007.0,95,239,144,0.39748953974895396
Earl Boykins,2008.0,14,44,30,0.3181818181818182
Earl Boykins,2010.0,19,60,41,0.31666666666666665
Earl Boykins,2011.0,27,71,44,0.38028169014084506
Earl Boykins,2012.0,2,9,7,0.2222222222222222
Earl Clark,2010.0,2,5,3,0.4
Earl Clark,2011.0,0,5,5,0.0
Earl Clark,2013.0,35,108,73,0.32407407407407407
Earl Clark,2014.0,41,122,81,0.3360655737704918
Earl Clark,2015.0,6,17,11,0.35294117647058826
Earl Watson,2004.0,26,109,83,0.23853211009174313
Earl Watson,2005.0,53,172,119,0.3081395348837209
Earl Watson,2006.0,110,272,162,0.40441176470588236
Earl Watson,2007.0,92,280,188,0.32857142857142857
Earl Watson,2008.0,49,132,83,0.3712121212121212
Earl Watson,2009.0,20,85,65,0.23529411764705882
Earl Watson,2010.0,53,184,131,0.28804347826086957
Earl Watson,2011.0,36,107,71,0.3364485981308411
Earl Watson,2012.0,10,52,42,0.19230769230769232
Earl Watson,2013.0,5,28,23,0.17857142857142858
Earl Watson,2014.0,2,8,6,0.25
Ed Davis,2012.0,0,1,1,0.0
Ed Davis,2016.0,0,2,2,0.0
Ed Davis,2018.0,0,1,1,0.0
Ed Davis,2019.0,0,2,2,0.0
Eddie Basden,2006.0,1,7,6,0.14285714285714285
Eddie Gill,2004.0,3,8,5,0.375
Eddie Gill,2005.0,37,123,86,0.3008130081300813
Eddie Gill,2006.0,7,23,16,0.30434782608695654
Eddie Gill,2008.0,5,15,10,0.3333333333333333
Eddie Gill,2009.0,2,3,1,0.6666666666666666
Eddie Griffin,2005.0,67,204,137,0.3284313725490196
Eddie Griffin,2006.0,16,82,66,0.1951219512195122
Eddie Griffin,2007.0,0,1,1,0.0
Eddie House,2004.0,51,136,85,0.375
Eddie House,2005.0,45,98,53,0.45918367346938777
Eddie House,2006.0,126,330,204,0.38181818181818183
Eddie House,2007.0,76,181,105,0.4198895027624309
Eddie House,2008.0,128,329,201,0.3890577507598784
Eddie House,2009.0,169,377,208,0.4482758620689655
Eddie House,2010.0,79,227,148,0.34801762114537443
Eddie House,2011.0,71,185,114,0.3837837837837838
Eddie Jones,2004.0,193,535,342,0.36074766355140186
Eddie Jones,2005.0,174,462,288,0.37662337662337664
Eddie Jones,2006.0,136,381,245,0.3569553805774278
Eddie Jones,2007.0,79,228,149,0.34649122807017546
Eddie Jones,2008.0,35,120,85,0.2916666666666667
Eddie Robinson,2004.0,1,5,4,0.2
Eddy Curry,2004.0,1,1,0,1.0
Eddy Curry,2007.0,1,1,0,1.0
Edmond Sumner,2019.0,7,27,20,0.25925925925925924
Edmond Sumner,2020.0,14,56,42,0.25
Edmond Sumner,2021.0,36,88,52,0.4090909090909091
Edmond Sumner,2023.0,31,87,56,0.3563218390804598
Eduardo Najera,2004.0,2,4,2,0.5
Eduardo Najera,2005.0,6,21,15,0.2857142857142857
Eduardo Najera,2006.0,4,12,8,0.3333333333333333
Eduardo Najera,2007.0,1,15,14,0.06666666666666667
Eduardo Najera,2008.0,55,152,97,0.3618421052631579
Eduardo Najera,2009.0,5,25,20,0.2
Eduardo Najera,2010.0,19,69,50,0.2753623188405797
Eduardo Najera,2011.0,11,34,23,0.3235294117647059
Eduardo Najera,2012.0,8,29,21,0.27586206896551724
Edwin Ubiles,2012.0,1,5,4,0.2
Ekpe Udoh,2012.0,0,2,2,0.0
Ekpe Udoh,2013.0,0,1,1,0.0
Ekpe Udoh,2018.0,0,1,1,0.0
Elden Campbell,2005.0,0,2,2,0.0
Elfrid Payton,2015.0,11,42,31,0.2619047619047619
Elfrid Payton,2016.0,30,92,62,0.32608695652173914
Elfrid Payton,2017.0,40,146,106,0.273972602739726
Elfrid Payton,2018.0,30,92,62,0.32608695652173914
Elfrid Payton,2019.0,33,105,72,0.3142857142857143
Elfrid Payton,2020.0,14,69,55,0.2028985507246377
Elfrid Payton,2021.0,28,98,70,0.2857142857142857
Elfrid Payton,2022.0,4,18,14,0.2222222222222222
Elie Okobo,2019.0,39,132,93,0.29545454545454547
Elie Okobo,2020.0,25,71,46,0.352112676056338
Elijah Hughes,2021.0,8,23,15,0.34782608695652173
Elijah Hughes,2022.0,25,95,70,0.2631578947368421
Elijah Millsap,2015.0,28,90,62,0.3111111111111111
Elijah Millsap,2016.0,1,12,11,0.08333333333333333
Elijah Millsap,2017.0,0,2,2,0.0
Elliot Williams,2012.0,8,27,19,0.2962962962962963
Elliot Williams,2014.0,37,125,88,0.296
Elliot Williams,2015.0,8,18,10,0.4444444444444444
Elliot Williams,2016.0,1,4,3,0.25
Elton Brand,2004.0,0,1,1,0.0
Elton Brand,2005.0,0,3,3,0.0
Elton Brand,2006.0,1,4,3,0.25
Elton Brand,2007.0,1,1,0,1.0
Elton Brand,2010.0,0,1,1,0.0
Elton Brand,2011.0,0,1,1,0.0
Elton Brand,2012.0,0,1,1,0.0
Elton Brand,2013.0,0,1,1,0.0
Elton Brand,2014.0,0,2,2,0.0
Elton Brand,2015.0,0,1,1,0.0
Elton Brand,2016.0,0,1,1,0.0
Emeka Okafor,2005.0,0,1,1,0.0
Emeka Okafor,2011.0,0,1,1,0.0
Emmanuel Mudiay,2016.0,74,232,158,0.31896551724137934
Emmanuel Mudiay,2017.0,56,177,121,0.3163841807909605
Emmanuel Mudiay,2018.0,47,147,100,0.3197278911564626
Emmanuel Mudiay,2019.0,69,209,140,0.33014354066985646
Emmanuel Mudiay,2020.0,32,90,58,0.35555555555555557
Emoni Bates,2024.0,3,14,11,0.21428571428571427
Enes Kanter,2012.0,0,1,1,0.0
Enes Kanter,2013.0,1,1,0,1.0
Enes Kanter,2014.0,0,1,1,0.0
Enes Kanter,2015.0,16,45,29,0.35555555555555557
Enes Kanter,2016.0,12,35,23,0.34285714285714286
Enes Kanter,2017.0,5,38,33,0.13157894736842105
Enes Kanter,2018.0,0,2,2,0.0
Enes Kanter,2019.0,11,38,27,0.2894736842105263
Enes Kanter,2020.0,2,8,6,0.25
Enes Kanter,2021.0,1,4,3,0.25
Enes Kanter,2022.0,2,5,3,0.4
Eric Bledsoe,2011.0,32,116,84,0.27586206896551724
Eric Bledsoe,2012.0,9,37,28,0.24324324324324326
Eric Bledsoe,2013.0,32,87,55,0.367816091954023
Eric Bledsoe,2014.0,50,140,90,0.35714285714285715
Eric Bledsoe,2015.0,88,272,184,0.3235294117647059
Eric Bledsoe,2016.0,48,129,81,0.37209302325581395
Eric Bledsoe,2017.0,104,309,205,0.3365695792880259
Eric Bledsoe,2018.0,132,381,249,0.3464566929133858
Eric Bledsoe,2019.0,141,449,308,0.31403118040089084
Eric Bledsoe,2020.0,82,247,165,0.3319838056680162
Eric Bledsoe,2021.0,121,355,234,0.3408450704225352
Eric Bledsoe,2022.0,51,163,112,0.3128834355828221
Eric Gordon,2009.0,131,337,206,0.3887240356083086
Eric Gordon,2010.0,119,321,202,0.3707165109034268
Eric Gordon,2011.0,106,291,185,0.3642611683848797
Eric Gordon,2012.0,10,40,30,0.25
Eric Gordon,2013.0,56,173,117,0.3236994219653179
Eric Gordon,2014.0,101,258,157,0.39147286821705424
Eric Gordon,2015.0,154,347,193,0.4438040345821326
Eric Gordon,2016.0,113,294,181,0.3843537414965986
Eric Gordon,2017.0,273,731,458,0.3734610123119015
Eric Gordon,2018.0,261,738,477,0.35365853658536583
Eric Gordon,2019.0,254,695,441,0.36546762589928056
Eric Gordon,2020.0,125,393,268,0.31806615776081426
Eric Gordon,2021.0,69,210,141,0.32857142857142857
Eric Gordon,2022.0,124,301,177,0.4119601328903654
Eric Gordon,2023.0,142,385,243,0.36883116883116884
Eric Gordon,2024.0,92,245,153,0.37551020408163266
Eric Maynor,2010.0,23,77,54,0.2987012987012987
Eric Maynor,2011.0,46,121,75,0.38016528925619836
Eric Maynor,2012.0,6,17,11,0.35294117647058826
Eric Maynor,2013.0,33,94,61,0.35106382978723405
Eric Maynor,2014.0,12,37,25,0.32432432432432434
Eric Moreland,2019.0,1,1,0,1.0
Eric Paschall,2020.0,37,129,92,0.2868217054263566
Eric Paschall,2021.0,18,54,36,0.3333333333333333
Eric Paschall,2022.0,41,110,69,0.37272727272727274
Eric Piatkowski,2004.0,43,122,79,0.3524590163934426
Eric Piatkowski,2005.0,62,147,85,0.4217687074829932
Eric Piatkowski,2006.0,11,38,27,0.2894736842105263
Eric Piatkowski,2007.0,7,18,11,0.3888888888888889
Eric Piatkowski,2008.0,11,26,15,0.4230769230769231
Eric Snow,2004.0,2,17,15,0.11764705882352941
Eric Snow,2005.0,13,45,32,0.28888888888888886
Eric Snow,2006.0,1,11,10,0.09090909090909091
Eric Snow,2007.0,0,7,7,0.0
Eric Snow,2008.0,0,2,2,0.0
Eric Williams,2004.0,34,126,92,0.2698412698412698
Eric Williams,2005.0,28,73,45,0.3835616438356164
Eric Williams,2006.0,5,18,13,0.2777777777777778
Eric Williams,2007.0,8,19,11,0.42105263157894735
Erick Dampier,2004.0,0,2,2,0.0
Erick Dampier,2005.0,0,4,4,0.0
Erick Dampier,2006.0,0,1,1,0.0
Erick Dampier,2010.0,1,3,2,0.3333333333333333
Erick Dampier,2011.0,0,1,1,0.0
Erick Green,2015.0,14,47,33,0.2978723404255319
Erick Green,2016.0,1,5,4,0.2
Erick Strickland,2004.0,29,71,42,0.4084507042253521
Erick Strickland,2005.0,21,83,62,0.25301204819277107
Erik Daniels,2005.0,1,2,1,0.5
Erik McCree,2018.0,0,1,1,0.0
Erik Murphy,2014.0,0,3,3,0.0
Ersan Ilyasova,2007.0,54,148,94,0.36486486486486486
Ersan Ilyasova,2010.0,86,255,169,0.33725490196078434
Ersan Ilyasova,2011.0,36,121,85,0.2975206611570248
Ersan Ilyasova,2012.0,51,112,61,0.45535714285714285
Ersan Ilyasova,2013.0,99,224,125,0.4419642857142857
Ersan Ilyasova,2014.0,37,131,94,0.2824427480916031
Ersan Ilyasova,2015.0,79,213,134,0.37089201877934275
Ersan Ilyasova,2016.0,96,259,163,0.37065637065637064
Ersan Ilyasova,2017.0,143,407,264,0.35135135135135137
Ersan Ilyasova,2018.0,100,284,184,0.352112676056338
Ersan Ilyasova,2019.0,70,200,130,0.35
Ersan Ilyasova,2020.0,51,142,91,0.3591549295774648
Ersan Ilyasova,2021.0,18,42,24,0.42857142857142855
Ervin Johnson,2004.0,0,1,1,0.0
Ervin Johnson,2005.0,1,1,0,1.0
Esteban Batista,2006.0,0,1,1,0.0
Eugene Jeter,2011.0,6,30,24,0.2
Eugene Omoruyi,2022.0,1,2,1,0.5
Eugene Omoruyi,2023.0,25,89,64,0.2808988764044944
Eugene Omoruyi,2024.0,5,17,12,0.29411764705882354
Evan Fournier,2013.0,22,62,40,0.3548387096774194
Evan Fournier,2014.0,89,237,148,0.3755274261603376
Evan Fournier,2015.0,85,225,140,0.37777777777777777
Evan Fournier,2016.0,156,390,234,0.4
Evan Fournier,2017.0,128,359,231,0.3565459610027855
Evan Fournier,2018.0,127,335,208,0.37910447761194027
Evan Fournier,2019.0,161,484,323,0.33264462809917356
Evan Fournier,2020.0,185,469,284,0.39445628997867804
Evan Fournier,2021.0,132,319,187,0.41379310344827586
Evan Fournier,2022.0,241,619,378,0.3893376413570275
Evan Fournier,2023.0,35,114,79,0.30701754385964913
Evan Fournier,2024.0,2,15,13,0.13333333333333333
Evan Mobley,2022.0,24,95,71,0.25263157894736843
Evan Mobley,2023.0,22,103,81,0.21359223300970873
Evan Mobley,2024.0,2,10,8,0.2
Evan Turner,2011.0,18,49,31,0.3673469387755102
Evan Turner,2012.0,11,55,44,0.2
Evan Turner,2013.0,58,159,101,0.36477987421383645
Evan Turner,2014.0,54,163,109,0.3312883435582822
Evan Turner,2015.0,35,123,88,0.2845528455284553
Evan Turner,2016.0,23,97,74,0.23711340206185566
Evan Turner,2017.0,36,132,96,0.2727272727272727
Evan Turner,2018.0,44,139,95,0.31654676258992803
Evan Turner,2019.0,12,54,42,0.2222222222222222
Evan Turner,2020.0,0,5,5,0.0
Fabricio Oberto,2006.0,0,2,2,0.0
Fabricio Oberto,2007.0,0,1,1,0.0
Fabricio Oberto,2008.0,0,1,1,0.0
Fabricio Oberto,2009.0,0,1,1,0.0
Facundo Campazzo,2021.0,95,264,169,0.35984848484848486
Facundo Campazzo,2022.0,58,195,137,0.29743589743589743
Facundo Campazzo,2023.0,3,11,8,0.2727272727272727
Filip Petrusev,2024.0,1,2,1,0.5
Francisco Elson,2004.0,0,1,1,0.0
Francisco Elson,2005.0,1,3,2,0.3333333333333333
Francisco Elson,2006.0,1,5,4,0.2
Francisco Elson,2007.0,0,3,3,0.0
Francisco Elson,2008.0,0,1,1,0.0
Francisco Elson,2009.0,1,4,3,0.25
Francisco Garcia,2006.0,40,141,101,0.28368794326241137
Francisco Garcia,2007.0,53,149,96,0.35570469798657717
Francisco Garcia,2008.0,113,289,176,0.39100346020761245
Francisco Garcia,2009.0,88,221,133,0.39819004524886875
Francisco Garcia,2010.0,23,59,36,0.3898305084745763
Francisco Garcia,2011.0,81,224,143,0.36160714285714285
Francisco Garcia,2012.0,38,131,93,0.2900763358778626
Francisco Garcia,2013.0,84,216,132,0.3888888888888889
Francisco Garcia,2014.0,69,196,127,0.3520408163265306
Francisco Garcia,2015.0,10,45,35,0.2222222222222222
Frank Jackson,2019.0,53,170,117,0.31176470588235294
Frank Jackson,2020.0,47,144,97,0.3263888888888889
Frank Jackson,2021.0,61,150,89,0.4066666666666667
Frank Jackson,2022.0,86,279,193,0.30824372759856633
Frank Jackson,2023.0,0,1,1,0.0
Frank Kaminsky,2016.0,73,219,146,0.3333333333333333
Frank Kaminsky,2017.0,116,354,238,0.327683615819209
Frank Kaminsky,2018.0,104,274,170,0.3795620437956204
Frank Kaminsky,2019.0,50,139,89,0.3597122302158273
Frank Kaminsky,2020.0,41,124,83,0.33064516129032256
Frank Kaminsky,2021.0,32,90,58,0.35555555555555557
Frank Kaminsky,2022.0,5,15,10,0.3333333333333333
Frank Kaminsky,2023.0,13,33,20,0.3939393939393939
